"No","ClassNo","ClassName_E","FXY","ElementName_E","Note_E","BUFR_Unit","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit","CREX_Scale","CREX_DataWidth_Char","Status"
244.00,"02","Instrumentation","002171","Instrument serial number for water temperature profile measurement",,"CCITT IA5","0","0","64","CCITT IA5","0","8","Validation"
245.00,"02","Instrumentation","002172","Product type for retrieved atmospheric gases",,"Code table","0","0","8","Code table","0","3","Operational"
246.00,"02","Instrumentation","002173","Square of the off-nadir angle","(see Note 7)#BUFR_15_1_1_TableB.doc#BC_Cls02","deg2","4","0","10","deg2","4","4","Operational"
247.00,"02","Instrumentation","002174","Mean across track pixel number",,"Numeric","0","0","9","Numeric","0","3","Operational"
248.00,"02","Instrumentation","002175","Method of precipitation measurement",,"Code table","0","0","4","Code table","0","2","Operational"
249.00,"02","Instrumentation","002176","Method of state of ground measurement",,"Code table","0","0","4","Code table","0","2","Operational"
250.00,"02","Instrumentation","002177","Method of snow depth measurement",,"Code table","0","0","4","Code table","0","2","Operational"
251.00,"02","Instrumentation","002178","Method of liquid content measurement of precipitation",,"Code table","0","0","4","Code table","0","2","Operational"
252.00,"02","Instrumentation","002179","Type of sky condition algorithm",,"Code table","0","0","4","Code table","0","2","Operational"
253.00,"02","Instrumentation","002180","Main present weather detecting system",,"Code table","0","0","4","Code table","0","2","Operational"
254.00,"02","Instrumentation","002181","Supplementary present weather sensor",,"Flag table","0","0","21","Flag table","0","7","Operational"
255.00,"02","Instrumentation","002182","Visibility measurement system",,"Code table","0","0","4","Code table","0","2","Operational"
256.00,"02","Instrumentation","002183","Cloud detection system",,"Code table","0","0","4","Code table","0","2","Operational"
257.00,"02","Instrumentation","002184","Type of lightning detection sensor",,"Code table","0","0","4","Code table","0","2","Operational"
258.00,"02","Instrumentation","002185","Method of evaporation measurement",,"Code table","0","0","4","Code table","0","2","Operational"
259.00,"02","Instrumentation","002186","Capability to detect precipitation phenomena",,"Flag table","0","0","30","Flag table","0","10","Operational"
260.00,"02","Instrumentation","002187","Capability to detect other weather phenomena",,"Flag table","0","0","18","Flag table","0","6","Operational"
261.00,"02","Instrumentation","002188","Capability to detect obscuration",,"Flag table","0","0","21","Flag table","0","7","Operational"
262.00,"02","Instrumentation","002189","Capability to discriminate lightning strikes",,"Flag table","0","0","12","Flag table","0","4","Operational"
263.00,"02","Instrumentation","002190","Lagrangian drifter submergence (% time submerged)",,"%","0","0","7","%","0","3","Operational"
264.00,"02","Instrumentation","002191","Geopotential height calculation",,"Code table","0","0","4","Code table","0","2","Validation"
265.00,"04","Location (time)","004001","Year",,"a","0","0","12","a","0","4","Operational"
266.00,"04","Location (time)","004002","Month",,"mon","0","0","4","mon","0","2","Operational"
267.00,"04","Location (time)","004003","Day",,"d","0","0","6","d","0","2","Operational"
268.00,"04","Location (time)","004004","Hour",,"h","0","0","5","h","0","2","Operational"
269.00,"04","Location (time)","004005","Minute",,"min","0","0","6","min","0","2","Operational"
270.00,"04","Location (time)","004006","Second",,"s","0","0","6","s","0","2","Operational"
271.00,"04","Location (time)","004007","Seconds within a minute (microsecond accuracy)",,"s","6","0","26","s","6","8","Operational"
272.00,"04","Location (time)","004008","Seconds Within a Minute (high accuracy)",,"s","7","0","30",,,,"Validation"
273.00,"04","Location (time)","004011","Time increment",,"a","0","-1024","11","a","0","4","Operational"
274.00,"04","Location (time)","004012","Time increment",,"mon","0","-1024","11","mon","0","4","Operational"
275.00,"04","Location (time)","004013","Time increment",,"d","0","-1024","11","d","0","4","Operational"
276.00,"04","Location (time)","004014","Time increment",,"h","0","-1024","11","h","0","4","Operational"
277.00,"04","Location (time)","004015","Time increment",,"min","0","-2048","12","min","0","4","Operational"
278.00,"04","Location (time)","004016","Time increment",,"s","0","-4096","13","s","0","4","Operational"
279.00,"04","Location (time)","004017","Reference time period for accumulated or extreme data",,"min","0","-1440","12","min","0","4","Operational"
280.00,"04","Location (time)","004021","Time period or displacement",,"a","0","-1024","11","a","0","4","Operational"
281.00,"04","Location (time)","004022","Time period or displacement",,"mon","0","-1024","11","mon","0","4","Operational"
282.00,"04","Location (time)","004023","Time period or displacement",,"d","0","-1024","11","d","0","4","Operational"
283.00,"04","Location (time)","004024","Time period or displacement",,"h","0","-2048","12","h","0","4","Operational"
284.00,"04","Location (time)","004025","Time period or displacement",,"min","0","-2048","12","min","0","4","Operational"
285.00,"04","Location (time)","004026","Time period or displacement",,"s","0","-4096","13","s","0","4","Operational"
286.00,"04","Location (time)","004031","Duration of time relating to following value",,"h","0","0","8","h","0","3","Operational"
287.00,"04","Location (time)","004032","Duration of time relating to following value",,"min","0","0","6","min","0","2","Operational"
288.00,"04","Location (time)","004041","Time difference, UTC - LMT","(see Note 6)#BUFR_15_1_1_TableB.doc#BC_Cls04","min","0","-1440","12","min","0","4","Operational"
289.00,"04","Location (time)","004043","Day of the year",,"d","0","0","9","d","0","3","Operational"
290.00,"04","Location (time)","004051","Principal time of daily reading of maximum temperature",,"h","0","0","5","h","0","2","Operational"
291.00,"04","Location (time)","004052","Principal time of daily reading of minimum temperature",,"h","0","0","5","h","0","2","Operational"
292.00,"04","Location (time)","004053","Number of days with precipitation equal to or more than 1 mm",,"Numeric","0","0"," 6","Numeric","0","2","Operational"
293.00,"04","Location (time)","004059","Times of observation used to compute the reported mean values",,"Flag table","0","0","6","Flag table","0","2","Operational"
294.00,"04","Location (time)","004065","Short time increment",,"min","0","-128","8","min","0","2","Operational"
295.00,"04","Location (time)","004066","Short time increment",,"s","0","-128","8","s","0","2","Operational"
296.00,"04","Location (time)","004073","Short time period or displacement",,"d","0","-128","8","d","0","2","Operational"
297.00,"04","Location (time)","004074","Short time period or displacement",,"h","0","-128","8","h","0","2","Operational"
298.00,"04","Location (time)","004075","Short time period or displacement",,"min","0","-128","8","min","0","2","Operational"
299.00,"04","Location (time)","004080","Averaging period for following value",,"Code table","0","0","4","Code table","0","2","Operational"
300.00,"04","Location (time)","004086","Long time period or displacement",,"s","0","-8192","15","s","0","5","Operational"
301.00,"05","Location (horizontal - 1)","005001","Latitude (high accuracy)",,"deg","5","-9000000","25","deg","5","7","Operational"
302.00,"05","Location (horizontal - 1)","005002","Latitude (coarse accuracy)",,"deg","2","-9000","15","deg","2","4","Operational"
303.00,"05","Location (horizontal - 1)","005011","Latitude increment (high accuracy)",,"deg","5","-9000000","25","deg","5","7","Operational"
304.00,"05","Location (horizontal - 1)","005012","Latitude increment (coarse accuracy)",,"deg","2","-9000","15","deg","2","4","Operational"
305.00,"05","Location (horizontal - 1)","005015","Latitude displacement (high accuracy)",,"deg","5","-9000000","25","deg","5","7","Operational"
306.00,"05","Location (horizontal - 1)","005016","Latitude displacement (coarse accuracy)",,"deg","2","-9000","15","deg","2","4","Operational"
307.00,"05","Location (horizontal - 1)","005021","Bearing or azimuth (degree true)",,"deg","2","0","16","deg","2","5","Operational"
308.00,"05","Location (horizontal - 1)","005022","Solar azimuth (degree true)",,"deg","2","0","16","deg","2","5","Operational"
309.00,"05","Location (horizontal - 1)","005023","Sun to satellite azimuth difference",,"deg","1","-1800","12","deg","1","4","Operational"
310.00,"05","Location (horizontal - 1)","005030","Direction (spectral)",,"deg","0","0","12","deg","0","4","Operational"
311.00,"05","Location (horizontal - 1)","005031","Row number",,"Numeric","0","0","12","Numeric","0","4","Operational"
312.00,"05","Location (horizontal - 1)","005033","Pixel size on horizontal - 1",,"m","-1","0","16","m","-1","5","Operational"
313.00,"05","Location (horizontal - 1)","005034","Along track row number",,"Numeric","0","0","11","Numeric","0","4","Operational"
314.00,"05","Location (horizontal - 1)","005035","Maximum size of x-dimension",,"Numeric","0","0","12","Numeric","0","4","Validation"
315.00,"05","Location (horizontal - 1)","005036","Ship transect number according to SOOP",,"Numeric","0","0","7","Numeric","0","2","Operational"
316.00,"05","Location (horizontal - 1)","005040","Orbit number",,"Numeric","0","0","24","Numeric","0","8","Operational"
317.00,"05","Location (horizontal - 1)","005041","Scan line number",,"Numeric","0","0","8","Numeric","0","3","Operational"
318.00,"05","Location (horizontal - 1)","005042","Channel number",,"Numeric","0","0","6","Numeric","0","2","Operational"
319.00,"05","Location (horizontal - 1)","005043","Field of view number",,"Numeric","0","0","8","Numeric","0","3","Operational"
320.00,"05","Location (horizontal - 1)","005044","Satellite cycle number",,"Numeric","0","0","11","Numeric","0","4","Operational"
321.00,"05","Location (horizontal - 1)","005045","Field of regard number",,"Numeric","0","0","8","Numeric","0","3","Operational"
322.00,"05","Location (horizontal - 1)","005052","Channel number increment",,"Numeric","0","0","5","Numeric","0","2","Operational"
323.00,"05","Location (horizontal - 1)","005053","Field of view number increment",,"Numeric","0","0","5","Numeric","0","2","Operational"
324.00,"05","Location (horizontal - 1)","005060","Y angular position from centre of gravity",,"deg","6","-8000000","24","deg","6","8","Operational"
325.00,"05","Location (horizontal - 1)","005061","Z angular position from centre of gravity",,"deg","6","-8000000","24","deg","6","8","Operational"
326.00,"06","Location (horizontal - 2)","006001","Longitude (high accuracy)",,"deg","5","-18000000","26","deg","5","8","Operational"
327.00,"06","Location (horizontal - 2)","006002","Longitude (coarse accuracy)",,"deg","2","-18000","16","deg","2","5","Operational"
328.00,"06","Location (horizontal - 2)","006011","Longitude increment (high accuracy)",,"deg","5","-18000000","26","deg","5","8","Operational"
329.00,"06","Location (horizontal - 2)","006012","Longitude increment (coarse accuracy)",,"deg","2","-18000","16","deg","2","5","Operational"
330.00,"06","Location (horizontal - 2)","006015","Longitude displacement (high accuracy)",,"deg","5","-18000000","26","deg","5","8","Operational"
331.00,"06","Location (horizontal - 2)","006016","Longitude displacement (coarse accuracy)",,"deg","2","-18000","16","deg","2","5","Operational"
332.00,"06","Location (horizontal - 2)","006021","Distance",,"m","-1","0","13","m","-1","4","Operational"
333.00,"06","Location (horizontal - 2)","006029","Wave number",,"m-1","1","0","22","m-1","1","7","Operational"
334.00,"06","Location (horizontal - 2)","006030","Wave number (spectral)",,"rad/m","5","0","13","rad/m","5","4","Operational"
335.00,"06","Location (horizontal - 2)","006031","Column number",,"Numeric","0","0","12","Numeric","0","4","Operational"
336.00,"06","Location (horizontal - 2)","006033","Pixel size on horizontal - 2",,"m","-1","0","16","m","-1","5","Operational"
337.00,"06","Location (horizontal - 2)","006034","Cross-track cell number",,"Numeric","0","0","7","Numeric","0","3","Operational"
