#
# BUFR Code and Flag Table
# hand modified from BC_CodeFlagTable.xls file from AShimazaki@wmo.int Dec 01, 2009
#
SNo,FXY,CodeFigure,enDescription1,enDescription2,enDescription3
664,002057,4,Prior soundings (within 3 hours of current time),,
665,002057,5,Climatology,,
666,002057,6-14,Reserved,,
667,002057,15,Missing value,,
668,002058,0,12 hour and 18 hour,,
669,002058,1,18 hour and 24 hour,,
670,002058,2,6 hour and 12 hour,,
671,002058,3,Greater than 24 hours,,
672,002058,4-14,Reserved,,
673,002058,15,Missing value,,
674,002059,0,NCEP Nested Grid Model (NGM) Analysis,,
675,002059,1,NCEP Aviation Model (AVN) Analysis,,
676,002059,2,NCEP Medium Range Forecast (MRF) Model Analysis,,
677,002059,3,NCEP Global Data Assimilation System (GDAS) Forecast Model Analysis,,
678,002059,4-14,Reserved,,
679,002059,15,Missing value,,
680,002060,0,Current surface hourly reports,,
681,002060,1,Current ship reports,,
682,002060,2,Current buoy reports,,
683,002060,3,One hour old surface hourly reports,,
684,002060,4,One hour old ship reports,,
685,002060,5,One hour old buoy reports,,
686,002060,6-14,Reserved,,
687,002060,15,Missing value,,
688,002061,0,Inertial navigation system,,
689,002061,1,OMEGA,,
690,002061,2-6,Reserved,,
691,002061,7,Missing value,,
692,002062,0,ASDAR,,
693,002062,1,ASDAR (ACARS also available but not operative),,
694,002062,2,ASDAR (ACARS also available and operative),,
695,002062,3,ACARS,,
696,002062,4,ACARS (ASDAR also available but not operative),,
697,002062,5,ACARS (ASDAR also available and operative),,
698,002062,6-14,Reserved,,
699,002062,15,Missing value,,
700,002064,0,Good,,
701,002064,1,Bad,,
702,002064,2,Reserved,,
703,002064,3,Missing value,,
704,002066,0,TRS 2000,,
705,002066,1,IMS 1500C,,
706,002066,2-61,Reserved,,
707,002066,62,Other,,
708,002066,63,Missing value,,
709,002070,0,Actual location in seconds,,
710,002070,1,Actual location in minutes,,
711,002070,2,Actual location in degrees,,
712,002070,3,Actual location in decidegrees,,
713,002070,4,Actual location in centidegrees,,
714,002070,5,Referenced to checkpoint in seconds,,
715,002070,6,Referenced to checkpoint in minutes,,
716,002070,7,Referenced to checkpoint in degrees,,
717,002070,8,Referenced to checkpoint in decidegrees,,
718,002070,9,Referenced to checkpoint in centidegrees,,
719,002070,10,Actual Location in tenths of a minute,,
720,002070,11,Referenced to checkpoint in tenths of a minute,,
721,002070,12-14,Reserved,,
722,002070,15,Missing value,,
723,002080,0,Kaysam,,
724,002080,1,Totex,,
725,002080,2,KKS,,
726,002080,3-61,Reserved,,
727,002080,62,Other,,
728,002080,63,Missing value,,
729,002081,0,GP26,,
730,002081,1,GP28,,
731,002081,2,GP30,,
732,002081,3,HM26,,
733,002081,4,HM28,,
734,002081,5,HM30,,
735,002081,6,SV16,,
736,002081,7-29,Reserved,,
737,002081,30,Other,,
738,002081,31,Missing value,,
739,002083,0,High bay,,
740,002083,1,Low bay,,
741,002083,2,Balloon Inflation Launch System (BILS),,
742,002083,3,Roof-top BILS,,
743,002083,4-13,Reserved,,
744,002083,14,Other,,
745,002083,15,Missing value,,
746,002084,0,Hydrogen,,
747,002084,1,Helium,,
748,002084,2,Natural Gas,,
749,002084,3-13,Reserved,,
750,002084,14,Other,,
751,002084,15,Missing value,,
752,002095,0,Capacitance aneroid,,
753,002095,1,Derived from GPS,,
754,002095,2,Resistive strain gauge,,
755,002095,3-29,Reserved,,
756,002095,30,Other,,
757,002095,31,Missing value,,
758,002096,0,Rod thermistor,,
759,002096,1,Bead thermistor,,
760,002096,2,Capacitance bead,,
761,002096,3-29,Reserved,,
762,002096,30,Other,,
763,002096,31,Missing value,,
764,002097,0,VIZ Mark II Carbon Hygristor,,
765,002097,1,VIZ B2 Hygristor,,
766,002097,2,Vaisala A-Humicap,,
767,002097,3,Vaisala H-Humicap,,
768,002097,4,Capacitance sensor,,
769,002097,5,Vaisala RS90,,
770,002097,6,Sippican Mark IIA Carbon Hygristor,,
771,002097,7-29,Reserved,,
772,002097,30,Other,,
773,002097,31,Missing value,,
774,002099,0,HH polarisation,,
775,002099,1,VV polarisation,,
776,002099,2,HV polarisation real valued component,,
777,002099,3,HV polarisation imaginary valued component,,
778,002099,4-6,Reserved,,
779,002099,7,Missing value,,
780,002101,0,Centre front fed paraboloid,,
781,002101,1,Offset front fed paraboloid,,
782,002101,2,Centre Cassegrain paraboloid,,
783,002101,3,Offset Cassegrain paraboloid,,
784,002101,4,Planar array,,
785,002101,5,Coaxial collinear array,,
786,002101,6,Yagi elements array,,
787,002101,7,Microstrip,,
788,002101,8-13,Reserved,,
789,002101,14,Other,,
790,002101,15,Missing value,,
791,002103,1,Radar antenna is protected by a radome,,
792,002103,All 2,Missing value,,
793,002104,0,Horizontal polarization,,
794,002104,1,Vertical polarization,,
795,002104,2,Right circular polarization,,
796,002104,3,Left circular polarization,,
797,002104,4,Horizontal and vertical polarization,,
798,002104,5,Right and left circular polarization,,
799,002104,6-14,Reserved,,
800,002104,15,Missing value,,
801,002115,0,PDB,,
802,002115,1,RSOIS,,
803,002115,2,ASOS,,
804,002115,3,Psychrometer,,
805,002115,4,F420,,
806,002115,5-29,Reserved,,
807,002115,30,Other,,
808,002115,31,Missing value,,
809,002119,0,Intermediate Frequency Calibration Mode (IF CAL),,
810,002119,1,Built-In Test Equipment Digital (BITE DGT),,
811,002119,2,Built-In test Equipment Radio Frequency (BITE RF),,
812,002119,3,Preset tracking (PSET TRK),,
813,002119,4,Preset LOOP OUT,,
814,002119,5,ACQUISITION,,
815,002119,6,TRACKING,,
816,002119,7,Missing value,,
817,002131,1,STC operational,,
818,002131,All 2,Missing values,,
819,002143,0,Reserved,,
820,002143,1,Brewer spectrophotometer,,
821,002143,2,Caver Teichert,,
822,002143,3,Dobson,,
823,002143,4,Dobson (Japan),,
824,002143,5,Ehmet,,
825,002143,6,Fecker telescope,,
826,002143,7,Hoelper,,
827,002143,8,Jodmeter,,
828,002143,9,Filter Ozonometer M 83,,
829,002143,10,Mast,,
830,002143,11,Oxford,,
831,002143,12,Paetzold,,
832,002143,13,Regener,,
833,002143,14,Reserved for future use,,
834,002143,15,Vassy filter Ozonometer,,
835,002143,16,Carbon iodide,,
836,002143,17,Surface ozone bubler,,
837,002143,18,Filter Ozonometer M 124,,
838,002143,19,ECC sonde,,
839,002143,20-126,Reserved,,
840,002143,127,Missing value,,
841,002144,0,Direct Sun,,
842,002144,1,"Direct Sun, attenuator #1",,
843,002144,2,"Direct Sun, attenuator #2",,
844,002144,3,Focussed Moon,,
845,002144,4,Focussed Sun,,
846,002144,5,Focussed Sun corrected with adjacent sky measurements,,
847,002144,6,Zenith Sky,,
848,002144,7-14,Reserved,,
849,002144,15,Missing value,,
850,002145,0,Wavelengths AD ordinary setting,,
851,002145,1,Wavelengths BD ordinary setting,,
852,002145,2,Wavelengths CD ordinary setting,,
853,002145,3,Wavelengths CC' ordinary setting,,
854,002145,4,Wavelengths AD focussed image,,
855,002145,5,Wavelengths BD focussed image,,
856,002145,6,Wavelengths CD focussed image,,
857,002145,7,Wavelengths CC' focussed image,,
858,002145,8-14,Reserved,,
859,002145,15,Missing value,,
860,002146,0,on direct sun,,
861,002146,1,on direct moon,,
862,002146,2,on blue zenith sky,,
863,002146,3,on zenith cloud (uniform stratified layer of small opacity),,
864,002146,4,on zenith cloud(uniform or moderately variable layer of medium opacity),,
865,002146,5,on zenith cloud (uniform or moderately variable layer of large opacity),,
866,002146,6,"on zenith cloud (highly variable opacity, with or without precipitation)",,
867,002146,7,on zenith cloud (fog),,
868,002146,8,On zenith haze,,
869,002146,9,"On direct sun through thin cloud, fog or haze",,
870,002146,10-14,reserved,,
871,002146,15,Missing value,,
872,002148,0,Reserved,,
873,002148,1,Argos,,
874,002148,2,GPS,,
875,002148,3,GOES DCP,,
876,002148,4,METEOSAT DCP,,
877,002148,5-30,Reserved,,
878,002148,31,Missing value,,
879,002149,0,Unspecified drifting buoy,,
880,002149,1,Standard Lagrangian drifter (Global Drifter Programme),,
881,002149,2,Standard FGGE type drifting buoy (non-Lagrangian meteorological drifting buoy),,
882,002149,3,Wind measuring FGGE type drifting buoy (non-Lagrangian meteorological drifting buoy),,
883,002149,4,Ice float,,
884,002149,5-7,Reserved,,
885,002149,8,Unspecified sub-surface float,,
886,002149,9,SOFAR,,
887,002149,10,ALACE,,
888,002149,11,MARVOR,,
889,002149,12,RAFOS,,
890,002149,13-15,Reserved,,
891,002149,16,Unspecified moored buoy,,
892,002149,17,Nomad,,
893,002149,18,3-metre discus,,
894,002149,19,10-12-metre discus,,
895,002149,20,ODAS 30 series,,
896,002149,21,ATLAS (e.g. TAO area),,
897,002149,22,TRITON buoy,,
898,002149,23,Reserved,,
899,002149,24,Omnidirectional waverider,,
900,002149,25,Directional waverider,,
901,002149,26,Sub-surface ARGO float,,
902,002149,27-62,Reserved,,
903,002149,63,Missing value,,
904,002150,0,Reserved,,
905,002150,1,HIRS 1,,
906,002150,2,HIRS 2,,
907,002150,3,HIRS 3,,
908,002150,4,HIRS 4,,
909,002150,5,HIRS 5,,
910,002150,6,HIRS 6,,
911,002150,7,HIRS 7,,
912,002150,8,HIRS 8,,
913,002150,9,HIRS 9,,
914,002150,10,HIRS 10,,
915,002150,11,HIRS 11,,
916,002150,12,HIRS 12,,
917,002150,13,HIRS 13,,
918,002150,14,HIRS 14,,
919,002150,15,HIRS 15,,
920,002150,16,HIRS 16,,
921,002150,17,HIRS 17,,
922,002150,18,HIRS 18,,
923,002150,19,HIRS 19,,
924,002150,20,HIRS 20,,
925,002150,21,MSU 1,,
926,002150,22,MSU 2,,
927,002150,23,MSU 3,,
928,002150,24,MSU 4,,
929,002150,25,SSU 1,,
930,002150,26,SSU 2,,
931,002150,27,SSU 3,,
932,002150,28,AMSU A 1,,
933,002150,29,AMSU A 2,,
934,002150,30,AMSU A 3,,
935,002150,31,AMSU A 4,,
936,002150,32,AMSU A 5,,
937,002150,33,AMSU A 6,,
938,002150,34,AMSU A 7,,
939,002150,35,AMSU A 8,,
940,002150,36,AMSU A 9,,
941,002150,37,AMSU A 10,,
942,002150,38,AMSU A 11,,
943,002150,39,AMSU A 12,,
944,002150,40,AMSU A 13,,
945,002150,41,AMSU A 14,,
946,002150,42,AMSU A 15,,
947,002150,43,AMSU B 1 / MHS 1,,
948,002150,44,AMSU B 2 / MHS 2,,
949,002150,45,AMSU B 3 / MHS 3,,
950,002150,46,AMSU B 4 / MHS 4,,
951,002150,47,AMSU B 5 / MHS 5,,
952,002150,48,AVHRR 1,,
953,002150,49,AVHRR 2,,
954,002150,50,AVHRR 3a,,
955,002150,51,AVHRR 3b,,
956,002150,52,AVHRR 4,,
957,002150,53,AVHRR 5,,
958,002150,54-62,Reserved,,
959,002150,63,Missing value,,
960,002151,0,HIRS,,
961,002151,1,MSU,,
962,002151,2,SSU,,
963,002151,3,AMSU A1 1,,
964,002151,4,AMSU A1 2,,
965,002151,5,AMSU A2,,
966,002151,6,AMSU B,,
967,002151,7,AVHRR,,
968,002151,8,Reserved,,
969,002151,9,MHS,,
970,002151,10-2046,Reserved,,
971,002151,2047,Missing value,,
972,002152,1,High-resolution infrared sounder(HIRS),,
973,002152,2,Microwave sounding unit (MSU),,
974,002152,3,Stratospheric sounding unit (SSU),,
975,002152,4,AMI wind mode,,
976,002152,5,AMI wave mode,,
977,002152,6,AMI image mode,,
978,002152,7,RADAR altimeter,,
979,002152,8,ATSR,,
980,002152,9,Geostationary Imager,,
981,002152,10,Geostationary Sounder,,
982,002152,11,Geostationary Earth radiation (GERB),,
983,002152,12,Multi-channel scanning radiometer,,
984,002152,13-30,Reserved,,
985,002152,All 31,Missing value,,
986,002158,1,Mismatch in RED VEC HPA,,
987,002158,2,Mismatch in RED VEC RFSS,,
988,002158,3,PTR calibration band 320 MHz (Ku),,
989,002158,4,PTR calibration band 80 MHz (Ku),,
990,002158,5,PTR calibration band 20 MHz (Ku),,
991,002158,6,PTR calibration band 160 MHz (S),,
992,002158,7,Ku flight calibration parameters available,,
993,002158,8,S flight calibration parameters available,,
994,002158,All 9,Missing value,,
995,002159,1,Temperature inconsistency,,
996,002159,2,Data is missing,,
997,002159,3,Redundancy channel,,
998,002159,4,Power bus protection,,
999,002159,5,Overvoltage/Overload protection,,
1000,002159,6,Reserved,,
1001,002159,7,Reserved,,
1002,002159,All 8,Missing value,,
1003,002160,0,Reserved,,
1004,002160,1,10 to less than 20 mm?,,
1005,002160,2,Reserved,,
1006,002160,3,20 to less than 40 mm,,
1007,002160,4,Reserved,,
1008,002160,5,40 to less than 60 mm,,
1009,002160,6,Reserved,,
1010,002160,7,60 to less than 90 mm,,
1011,002160,8,90 to less than 110 mm,,
1012,002160,9,110 mm and greater,,
1013,002160,10-14,Not used,,
1014,002160,15,Missing value,,
1015,002163,0,Auto editor,,
1016,002163,1,IRW height assignment,,
1017,002163,2,WV height assignment,,
1018,002163,3,H2O intercept height assignment,,
1019,002163,4,CO2 slicing height assignment,,
1020,002163,5,Low pixel max gradient,,
1021,002163,6,Higher pixel max gradient,,
1022,002163,7,Primary height assignment,,
1023,002163,8,Layer thickness assignment,,
1024,002163,9,Cumulative contribution function -10 percent height,,
1025,002163,10,Cumulative contribution function -50 percent height,,
1026,002163,11,Cumulative contribution function -90 percent height,,
1027,002163,12,Cumulative contribution function - height of maximum gradient,,
1028,002163,13,IR / two WV channel ratioing method,,
1029,002163,14,Composite height assignment,,
1030,002163,15,Missing value,,
1031,002164,0,LP - Norms least square minimum,,
1032,002164,1,EN - Euclidean norm with radiance correlation,,
1033,002164,2,CC - Cross correlation,,
1034,002164,3-6,Reserved,,
1035,002164,7,Missing value,,
1036,002166,0,Type not defined,,
1037,002166,1,Automated statistical regression,,
1038,002166,2,Clear path,,
1039,002166,3,Partly cloudy path,,
1040,002166,4,Cloudy path,,
1041,002166,5-14,Reserved,,
1042,002166,15,Missing value,,
1043,002167,0,Method not defined,,
1044,002167,1,1b raw radiance,,
1045,002167,2,processed radiance,,
1046,002167,3-14,Reserved,,
1047,002167,15,Missing value,,
1048,002169,0,Cup rotor,,
1049,002169,1,Propeller rotor,,
1050,002169,2,Wind Observation Through Ambient Noise (WOTAN),,
1051,002169,3,Sonic,,
1052,002169,4-14,Reserved,,
1053,002169,15,Missing value,,
1054,002172,0,Reserved,,
1055,002172,1,Retrieval from a nadir sounding,,
1056,002172,2,Retrieval from a limb sounding,,
1057,002172,3-254,Reserved,,
1058,002172,255,Missing value,,
1059,002175,0,Manual measurement,,
1060,002175,1,Tipping bucket method,,
1061,002175,2,Weighing method,,
1062,002175,3,Optical method,,
1063,002175,4,Pressure method,,
1064,002175,5,Float method,,
1065,002175,6,Drop counter method,,
1066,002175,7-13,Reserved,,
1067,002175,14,Others,,
1068,002175,15,Missing value,,
1069,002176,0,Manual observation,,
1070,002176,1,Video camera method,,
1071,002176,2,Infra-red method,,
1072,002176,3,Laser method,,
1073,002176,4-13,Reserved,,
1074,002176,14,Others,,
1075,002176,15,Missing value,,
1076,002177,0,Manual observation,,
1077,002177,1,Ultrasonic method,,
1078,002177,2,Video camera method,,
1079,002177,3-13,Reserved,,
1080,002177,14,Others,,
1081,002177,15,Missing value,,
1082,002178,0,Manual observation,,
1083,002178,1,Optical method,,
1084,002178,2,Capacitive method,,
1085,002178,3-13,Reserved,,
1086,002178,14,Others,,
1087,002178,15,Missing value,,
1088,002179,0,Manual observation,,
1089,002179,1,VAISALA algorithm,,
1090,002179,2,ASOS (FAA) algorithm,,
1091,002179,3,AWOS (Canada) algorithm,,
1092,002179,4-13,Reserved,,
1093,002179,14,Others,,
1094,002179,15,Missing value,,
1095,002180,0,Manual observation,,
1096,002180,1,Optical scatter system combined with precipitation occurrence sensing system,,
1097,002180,2,Forward and/or back-scatter system of visible light,,
1098,002180,3,Forward and/or back-scatter system of infrared light,,
1099,002180,4,Infrared light emitting diode (IRED) system,,
1100,002180,5,Doppler radar system,,
1101,002180,6-13,Reserved,,
1102,002180,14,Others,,
1103,002180,15,Missing value,,
1104,002181,1,Rain detector,,
1105,002181,2,Freezing rain sensor,,
1106,002181,3,Ice detection sensor,,
1107,002181,4,Hail and ice pellet sensor,,
1108,002181,5-19,Reserved,,
1109,002181,20,Others,,
1110,002181,All 21,Missing value,,
1111,002182,0,Manual measurement,,
1112,002182,1,Transmissometer system (base ? 25 m),,
1113,002182,2,Transmissometer system (base < 25 m),,
1114,002182,3,Forward scatter system,,
1115,002182,4,Back scatter system,,
1116,002182,5-13,Reserved,,
1117,002182,14,Others,,
1118,002182,15,Missing value,,
1119,002183,0,Manual observation,,
1120,002183,1,Ceilometer system,,
1121,002183,2,Infrared camera system,,
1122,002183,3,Microwave visual camera system,,
1123,002183,4,Sky imager system,,
1124,002183,5,Video time lapsed camera system,,
1125,002183,6,Micro pulse lidar (MPL) system,,
1126,002183,7-13,Reserved,,
1127,002183,14,Others,,
1128,002183,15,Missing value,,
1129,002184,0,Manual observation,,
1130,002184,1,Lightning imaging sensor,,
1131,002184,2,Electrical storm identification sensor,,
1132,002184,3,Magnetic finder sensor,,
1133,002184,4,Lightning strike sensor,,
1134,002184,5,Flash counter,,
1135,002184,6-13,Reserved,,
1136,002184,14,Others,,
1137,002184,15,Missing value,,
1138,002185,0,Manual measurement,,
1139,002185,1,Balanced floating method,,
